t theta
1.1474518529990285 0.03934154807374289
1.1574267104446199 0.032314784471688646
1.1674015678902112 0.026652847360982595
1.1773764253358026 0.022540876988152457
1.187351282781394 0.020070192185099093
1.1973261402269852 0.019264623121657228
1.2073009976725766 0.020087229389912496
1.2172758551181682 0.022425492349938205
1.2272507125637595 0.02605910611457407
1.2365645531034595 0.030304035741799434
1.2458783936431597 0.034954321101719685
1.2551922341828596 0.039529124492029895
1.2645060747225596 0.0435524909904759
1.2738199152622598 0.04662672127006664
1.2831337558019598 0.04846743607131397
1.2924475963416597 0.04889808105509649
1.30176143688136 0.04782530266550872
1.3110752774210601 0.04521578344602141
1.32038911796076 0.04108487923608891
1.32970295850046 0.03550006590768382
1.3390167990401602 0.028598246241792337
1.3483306395798604 0.020610921810040584
1.3576444801195604 0.01188212761939434
1.3762721611989606 -0.005976186837520049
1.3855860017386608 -0.014158429334819238
1.3948998422783607 -0.02132715769719829
1.4042136828180607 -0.027232016796933243
1.4135275233577609 -0.03172100826742065
1.4228413638974609 -0.03471530173049592
1.4321552044371608 -0.03618996165679885
1.441469044976861 -0.036167708768540224
1.450782885516561 -0.0347272976331612
1.460096726056261 -0.032024508899368684
1.4694105665959611 -0.028317593960606912
1.4787244071356611 -0.02397903734138046
1.488038247675361 -0.019470943235823043
1.4973520882150613 -0.015278818686185644
1.5066659287547612 -0.011832789218512933
1.5159797692944612 -0.009457435439634962
1.5252936098341614 -0.00836493698283127
1.5346074503738616 -0.008675650449650466
1.5439212909135616 -0.01044358214032401
1.5532351314532615 -0.013673058229618144
1.5625489719929617 -0.01832162835464982
1.5718628125326617 -0.02428871729231926
1.5811766530723617 -0.0313930860976658
1.5904904936120619 -0.039348996657385095
1.5998043341517618 -0.04776059231055936
1.6091181746914618 -0.05615499870609466
1.618432015231162 -0.064052661578829
1.627745855770862 -0.07104139048538907
1.637059696310562 -0.07681702410954187
1.646373536850262 -0.0811834222901475
1.655687377389962 -0.08403037358814425
1.665001217929662 -0.08531032702259629
1.6743150584693622 -0.08502553677790646
1.6836288990090624 -0.08322949540289702
1.6929427395487624 -0.08004235793865827
1.7022565800884624 -0.07567535385784342
1.7115704206281626 -0.07045068074649757
1.7208842611678625 -0.06479478112512299
1.7301981017075625 -0.059189365366034176
1.7395119422472627 -0.05409420635946252
1.7488257827869627 -0.04988176034006323
1.7581396233266626 -0.04681233663573293
1.7674534638663628 -0.04504527850363168
1.7767673044060628 -0.04466420636898457
1.7860811449457628 -0.045698504545066014
1.795394985485463 -0.048132927598800765
1.804708826025163 -0.05190318098320666
1.8140226665648629 -0.05687841132443564
1.823336507104563 -0.06283602195767396
1.8324676470649024 -0.0693096834495339
1.8415987870252417 -0.07599929969418903
1.850729926985581 -0.08244976156109793
1.8598610669459206 -0.08822951785591739
1.8689922069062601 -0.0929888761445403
1.8781233468665994 -0.09648203157594173
1.8872544868269387 -0.09855725724981247
1.896385626787278 -0.09913460927671595
1.9055167667476174 -0.09818707458382155
1.9146479067079567 -0.0957326799878642
1.923779046668296 -0.09183960585302978
1.9329101866286353 -0.08664307010544149
1.9420413265889747 -0.08036796376853475
1.951172466549314 -0.07334315661656585
1.9694347464699928 -0.058758900251856365
1.9785658864303324 -0.05208199716331552
1.9876970263906717 -0.0462952896103413
1.996828166351011 -0.04163365866879371
2.0059593063113503 -0.038241426292793174
2.0150904462716897 -0.03619540296636146
2.024221586232029 -0.03552342085674722
2.0333527261923683 -0.0362118908119653
2.0424838661527076 -0.03820070146018313
2.051615006113047 -0.04136638318033069
2.0607461460733862 -0.045498580079407984
2.0698772860337256 -0.050282733535131185
2.079008425994065 -0.05530892081780374
2.088139565954404 -0.06011943180823553
2.0972707059147435 -0.06428046367169848
2.106401845875083 -0.0674414849824248
2.1155329858354226 -0.06935738362297579
2.1246641257957624 -0.06987815311530159
2.1337952657561017 -0.06892600531177598
2.142926405716441 -0.06647607413018719
2.1520575456767803 -0.06254824131901968
2.1611886856371196 -0.0572120591536032
2.170319825597459 -0.05060357467037526
2.1794509655577983 -0.04294820352692897
2.1885821055181376 -0.03457571697781765
2.197713245478477 -0.025907350921310465
2.2068443854388162 -0.017404751642038894
2.2159755253991555 -0.009498486522223841
2.225106665359495 -0.002532566614970807
2.234237805319834 0.0032533982192470747
2.2433689452801735 0.00771167496792135
2.252500085240513 0.010763391967587023
2.261631225200852 0.0123801105535092
2.2707623651611915 0.012576721936355477
2.2798935051215308 0.011417401921422444
2.28902464508187 0.009033411568769752
2.2981557850422094 0.005646824413598542
2.3072869250025487 0.0015858797988139595
2.316418064962888 -0.002728549800020328
2.3255492049232274 -0.006835639891395425
2.334680344883567 -0.010307676884256116
2.343811484843907 -0.012805974396865972
2.352942624804246 -0.01409809727810271
2.3620737647645855 -0.014044478355546782
2.371204904724925 -0.012574829867745156
2.380336044685264 -0.00966943053181656
2.3894671846456035 -0.005351822723066915
2.398598324605943 0.00030555558536052025
2.407729464566282 0.007164147242179599
2.417634536600322 0.01569509311889873
2.427539608634362 0.024941547950840963
2.437444680668402 0.03435545888647451
2.4473497527024417 0.043350999010636354
2.4572548247364816 0.05140899570763168
2.4671598967705215 0.05814358300647825
2.4770649688045614 0.0633090864683949
2.4869700408386013 0.06677133222458895
2.496875112872641 0.06847593876185736
2.506780184906681 0.06843189414699348
2.516685256940721 0.06671617849082073
2.526590328974761 0.06349816346227856
2.5364954010088008 0.05907369271520983
2.5464004730428407 0.05388358175364223
2.5563055450768806 0.04848244057160846
2.5662106171109205 0.043449259576828
2.5761156891449604 0.03928382458880565
2.5860207611790003 0.036347875753721566
2.59592583321304 0.03486540570808883
2.60583090524708 0.03495416302392944
2.61573597728112 0.036657311832022574
2.62564104931516 0.03995942324078663
2.6355461213491997 0.044782301726888886
2.6454511933832396 0.05096178453502632
2.6553562654172795 0.05821392857357313
2.6652613374513194 0.0661129606141489
2.6751664094853593 0.07411424691582294
2.6850714815193992 0.08163623838943358
2.694976553553439 0.08816456315937175
2.704881625587479 0.09331825239711491
2.714786697621519 0.09685635447546809
2.7246917696555584 0.09864922308886248
2.734596841689598 0.09864701509752856
2.7445019137236377 0.09686364744596594
2.7544069857576776 0.09338188569959185
2.7643120577917175 0.08837804921901371
2.7742171298257574 0.08215567019838386
2.7841222018597973 0.07516222070678852
2.794027273893837 0.06795530574115641
2.803932345927877 0.06111204071736258
2.813837417961917 0.055127289959991214
2.823742489995957 0.050358089058360526
2.833647562029997 0.04702602838464338
2.8435526340640367 0.04524903556046735
2.8534577060980766 0.045072324259495596
2.8633627781321165 0.04648342516548231
2.8732678501661564 0.049407038962938354
2.8831729222001963 0.053680846383156476
2.893077994234236 0.05902085528938003
2.902983066268276 0.06499928258604762
2.912888138302316 0.07106894098872771
2.922793210336356 0.07664755744209141
2.9326982823703958 0.0812232171567571
2.9426033544044357 0.08441989772835617
2.9525084264384756 0.08600246947487815
2.9624134984725154 0.08584689274569612
2.9723185705065553 0.083908447346787
2.9822236425405952 0.08020594659930563
2.992128714574635 0.07482730284810654
3.002033786608675 0.06795470607395271
3.011938858642715 0.059898437714259276
3.021843930676755 0.05111301244969271
3.0317490027107947 0.042162006894
3.0416540747448346 0.03362620993157613
3.050898129872983 0.026474409703888088
3.0601421850011317 0.020412298590805174
3.06938624012928 0.015629863241746454
3.0786302952574287 0.012235052512897077
3.0878743503855772 0.01027676944026003
3.0971184055137257 0.009757848826348812
3.1063624606418747 0.0106345170498449
3.1156065157700232 0.012802296317502283
3.1248505708981718 0.016072105718208062
3.1340946260263207 0.020147752515476108
3.1433386811544692 0.02462542487476788
3.1525827362826178 0.029033790674237073
3.1618267914107663 0.0329077535191097
3.171070846538915 0.03585895070573558
3.1803149016670633 0.03760919900727594
3.189558956795212 0.03798509357913637
3.1988030119233604 0.03689423659852737
3.208047067051509 0.034302695880821736
3.2172911221796574 0.03022359253608211
3.226535177307806 0.024719751251941573
3.2357792324359544 0.017919675709004816
3.245023287564103 0.010041618319513099
3.254267342692252 0.0014121991245497707
3.2635113978204005 -0.00754178289988208
3.272755452948549 -0.016342430137011938
3.281999508076698 -0.02453584606781309
3.2912435632048465 -0.03175453097160468
3.300487618332995 -0.037740456086366066
3.3097316734611435 -0.042333974830454035
3.318975728589292 -0.04544979735920788
3.3282197837174405 -0.04705709342514892
3.337463838845589 -0.047171552452317855
3.3467078939737376 -0.045861441205313644
3.355951949101886 -0.04326627602421901
3.3651960042300346 -0.039621413809977656
3.374440059358183 -0.03527282548329973
3.3836841144863317 -0.03066019276181951
3.39292816961448 -0.02625901175949942
3.402172224742629 -0.022504025561268962
3.4114162798707777 -0.019733887780043622
3.420660334998926 -0.01817711775564503
3.429904390127075 -0.017968400326889095
3.4391484452552237 -0.019173487863038546
3.448392500383372 -0.02180774272186515
3.4576365555115207 -0.02584224567529355
3.4668806106396692 -0.031196282742083182
3.4761246657678178 -0.0377180321576688
3.4853687208959663 -0.0451605263388125
3.494612776024115 -0.05316880131748529
3.5038568311522633 -0.06129915355667648
3.513100886280412 -0.06907775100318736
3.5223449414085604 -0.07607510649648602
3.531588996536709 -0.08195802648146931
3.5408330516648574 -0.0865014302841895
3.550077106793006 -0.0895718394352639
3.5593211619211544 -0.09110368353297768
3.568565217049303 -0.0910826968919756
3.5778092721774515 -0.08954219856347623
3.5870533273056 -0.0865732033071903
3.5962973824337485 -0.08234559053913591
3.605541437561897 -0.07713098504571783
3.6147854926900456 -0.07130881483058504
3.6240295478181945 -0.0653356797428562
3.633273602946343 -0.059678409299115255
3.643291590148192 -0.054371583397169125
3.653309577350041 -0.05028741568427105
3.66332756455189 -0.04766135722548329
3.673345551753739 -0.04661844308358765
3.683363538955588 -0.04720632130874061
3.693381526157437 -0.04941199943793734
3.7033995133592863 -0.053157313662115686
3.7134175005611354 -0.058274244013859854
3.7234354877629845 -0.06446915670715891
3.7334534749648336 -0.0713002501219799
3.7434714621666827 -0.07820378766744755
3.753489449368532 -0.08458241243634955
3.763507436570381 -0.08991389430356796
3.77352542377223 -0.09381700427397233
3.783543410974079 -0.09605487506148724
3.793561398175928 -0.0965036900727998
3.8035793853777773 -0.09512059851592265
3.8135973725796264 -0.09192889113561795
3.8236153597814755 -0.0870256049724486
3.8336333469833246 -0.08060916699127584
3.8436513341851737 -0.07301415283884215
3.853669321387023 -0.0647236501599812
3.863687308588872 -0.05632472161959715
3.873705295790721 -0.0484075874669412
3.88372328299257 -0.04146321354621808
3.893741270194419 -0.035835684485132406
3.9037592573962683 -0.03173268134868807
3.9137772445981174 -0.029260495900940035
3.9237952317999665 -0.028453657852895293
3.9338132190018156 -0.029285704879770443
3.9438312062036647 -0.03165791672733497
3.9538491934055138 -0.03536891213674441
3.963867180607363 -0.04007856096558246
3.973885167809212 -0.04529675742596831
3.983903155011061 -0.05043175336553288
3.99392114221291 -0.05489486538520654
4.003939129414759 -0.05820343551866178
4.013957116616608 -0.06002586251440764
4.023975103818458 -0.060168397650767355
4.033993091020307 -0.058539309634026246
4.044011078222155 -0.05512041640873278
4.054029065424005 -0.04995891575586613
4.064047052625854 -0.04318187427136669
4.074065039827703 -0.03502844717194179
4.084083027029552 -0.02588226318637378
4.094101014231401 -0.01627006016581912
4.104119001433251 -0.00679730118199274
4.114136988635099 0.0019613963254842626
4.124154975836948 0.009553172854433325
4.1341729630387976 0.015675235950018185
4.144190950240647 0.020152930704359365
4.154208937442496 0.022904032888851695
4.164226924644344 0.023914664599266465
4.174244911846194 0.023236502649401282
4.1842628990480435 0.021006247986504623
4.194280886249892 0.017480756778027975
4.204298873451741 0.013066901844537607
4.21431686065359 0.008309783276884983
4.22433484785544 0.0038152647663197868
4.2343528350572885 0.00013664601858937402
4.244370822259137 -0.0023072064095185267
4.254388809460986 -0.00324817140061473
4.2644067966628345 -0.0025408041412252162
4.274424783864684 -0.0001265521437763328
4.284260070487173 0.003897732371876742
4.294095357109661 0.009492734036467323
4.30393064373215 0.016509994027696307
4.313765930354638 0.024688753059705807
4.323601216977126 0.03363120580922364
4.333436503599614 0.04281630309928412
4.3432717902221025 0.05167087975537652
4.353107076844591 0.05967077430171785
4.362942363467079 0.0664141188516824
4.372777650089567 0.07163731473191323
4.382612936712055 0.07519120395805937
4.3924482233345445 0.07700934350229664
4.402283509957034 0.0770885902048602
4.412118796579522 0.07548923578917394
4.42195408320201 0.07235470448651384
4.431789369824498 0.06794352804389896
4.441624656446987 0.06265321986014412
4.451459943069475 0.057003904827446605
4.461295229691963 0.0515642800262152
4.471130516314452 0.04684995614971135
4.480965802936941 0.04325239039793972
4.4908010895594295 0.04102554107438827
4.500636376181918 0.040311150085590004
4.510471662804406 0.04117120941954014
4.520306949426894 0.04360849086172169
4.530142236049382 0.047568543052347936
4.539977522671871 0.05292274981503804
4.549812809294359 0.05943759831713674
4.559648095916847 0.06674632612804307
4.569483382539335 0.07435267526074232
4.5793186691618235 0.08169083053125473
4.589153955784313 0.08822445025150444
4.598989242406802 0.09352901333785675
4.60882452902929 0.09731886676391613
4.618659815651778 0.09942880050465773
4.628495102274266 0.09978198277180192
4.638330388896755 0.09836743347499652
4.648165675519243 0.0952363412535111
4.658000962141731 0.09051835863284051
4.667836248764219 0.08445220421114365
4.6776715353867075 0.07741283542687583
4.687506822009196 0.06990412459097649
4.697342108631684 0.06249437818246328
4.707177395254173 0.055715883988398635
4.717012681876662 0.049985694167371114
4.7268479684991505 0.04558292022997955
4.736683255121639 0.04266962644718547
4.746518541744127 0.041323624527719045
4.756353828366615 0.04156150259012794
4.766189114989103 0.04334356734535294
4.776024401611592 0.04655938016769801
4.785859688234081 0.05099773296740865
4.79569497485657 0.05631518606984709
4.805530261479058 0.062032028115901805
4.815365548101546 0.06758404574502495
4.8252008347240345 0.07242086256830584
4.835036121346523 0.0760964108702097
4.844871407969011 0.07830528803710524
4.854706694591499 0.07886852723578859
4.864541981213987 0.07770081293238529
4.874377267836476 0.07478502617150949
4.884212554458964 0.07016521609859523
4.894047841081452 0.06396002346442425
4.903883127703941 0.05639216113000131
4.913057397420538 0.04841690885187483
4.922231667137135 0.03996164705413122
4.931405936853732 0.03148772408800024
4.9405802065703295 0.023451644840929365
4.949754476286927 0.016238112685705634
4.958928746003524 0.010127411157612185
4.968103015720121 0.005299460007278666
4.977277285436718 0.0018559214756244714
4.986451555153314 -0.00015805066183119512
4.9956258248699115 -0.0007420443621283952
5.004800094586509 0.0000582745828800503
5.013974364303106 0.0021368820654903828
5.023148634019703 0.0053040328851327164
5.032322903736301 0.009265077075850952
5.041497173452898 0.013621453357757584
5.050671443169494 0.017911035419200538
5.059845712886091 0.02167992171883024
5.069019982602688 0.024549888877204572
5.078194252319285 0.026249869635920672
5.087368522035883 0.02661038351470668
5.09654279175248 0.025540537823625784
5.105717061469077 0.023006171585685038
5.1148913311856745 0.0190185234224161
5.124065600902271 0.013636241878225985
5.133239870618867 0.0069801791421263935
5.142414140335465 -0.0007436270403833741
5.151588410052062 -0.009224903951667814
5.160762679768659 -0.01805401753136023
5.1699369494852565 -0.026765679839978823
5.179111219201854 -0.03491036676378198
5.188285488918451 -0.04211752609487385
5.1974597586350475 -0.048122417972321585
5.206634028351644 -0.05275836412922888
5.215808298068241 -0.055934048321501
5.2249825677848385 -0.05761320622625659
5.234156837501436 -0.05780521447482604
5.243331107218033 -0.05656906227124536
5.25250537693463 -0.054029820220307334
5.261679646651228 -0.05040215763539418
5.270853916367824 -0.04600724676473492
5.2800281860844205 -0.04126240620144832
5.289202455801018 -0.0366312186538651
5.298376725517615 -0.032550276669842844
5.307550995234212 -0.029370075385533455
5.31672526495081 -0.027334294380997895
5.325899534667407 -0.026591486930848396
5.335073804384004 -0.02721882313735792
5.344248074100601 -0.029241951080658486
5.353422343817197 -0.032643809567613424
5.362596613533794 -0.03736055070878972
5.371770883250392 -0.0432655139547018
5.380945152966989 -0.05014619119414067
5.390119422683586 -0.05768673955810279
5.3992936924001835 -0.06547569594521593
5.408467962116781 -0.07305196481985421
5.417642231833377 -0.07997576893032653
5.426816501549974 -0.08588880807535344
5.435990771266571 -0.09053792519744049
5.445165040983168 -0.09376588583480289
5.4543393106997655 -0.09548886056762
5.463513580416363 -0.09567711797599213
5.47268785013296 -0.09434683898200467
5.481862119849557 -0.09156523104778631
5.491036389566154 -0.08746769401887065
5.500984591356451 -0.08180327316930022
5.510932793146749 -0.07528868977993301
5.5208809949370465 -0.06847279627101154
5.530829196727344 -0.06194018328530932
5.540777398517642 -0.05620617022966355
5.550725600307939 -0.05165153531159129
5.560673802098236 -0.04851732520588731
5.570622003888534 -0.046934609893333826
5.580570205678832 -0.046957064064853414
5.59051840746913 -0.04857882794598842
5.600466609259428 -0.051732173147056915
5.610414811049725 -0.05626545268660583
5.620363012840022 -0.061908767611282285
5.63031121463032 -0.0682484969755225
5.6402594164206175 -0.0747446524416656
5.650207618210915 -0.08080937738099668
5.660155820001213 -0.08591384610056099
5.670104021791511 -0.08966127478623769
5.680052223581809 -0.09179859542309243
5.690000425372106 -0.09218889054856713
5.699948627162403 -0.09077858514411245
5.709896828952701 -0.08757943955999223
5.719845030742999 -0.08267191708217891
5.7297932325332965 -0.07622892596296497
5.739741434323594 -0.06855003477359524
5.749689636113891 -0.06008097299026146
5.759637837904188 -0.05138370519629639
5.769586039694486 -0.0430471810025387
5.779534241484784 -0.035582349055217156
5.789482443275082 -0.02936159420065188
5.79943064506538 -0.024618252018970017
5.809378846855677 -0.021478142864845107
5.819327048645974 -0.01999128958541609
5.829275250436272 -0.020147360870691695
5.83922345222657 -0.021870020504134387
5.8491716540168674 -0.024991407995452297
5.859119855807165 -0.029216326242374614
5.869068057597462 -0.03410124721947511
5.879016259387759 -0.03908369600717272
5.888964461178057 -0.04357299195302547
5.898912662968355 -0.047058059411930905
5.908860864758653 -0.04916986995113184
5.918809066548951 -0.049681938858326856
5.928757268339248 -0.04847800875634534
5.938705470129545 -0.04552001906745618
5.948653671919843 -0.04083331018567069
5.9586018737101405 -0.0345136963659041
5.968550075500438 -0.026754170984659386
5.978498277290736 -0.017879373004697763
5.988446479081034 -0.008360073158588914
5.998394680871332 0.001226400950287572
6.008342882661629 0.010292454291906956
6.018291084451926 0.018342579905453144
6.028239286242224 0.025024722028390654
6.038187488032522 0.030123468375707552
6.04813568982282 0.033526709189543695
6.0580838916131174 0.03519614375317823
6.068032093403414 0.035156002692520553
6.077980295193711 0.033503531086319795
6.087928496984009 0.030438234946222772
6.097876698774307 0.026296320732031045
6.107824900564605 0.02156037292667413
6.117773102354903 0.016811174122332247
6.1277213041452 0.012625716968061567
6.137008489029606 0.009647301592089642
6.146295673914013 0.007843952312116697
6.155582858798419 0.00738135324939127
6.164870043682825 0.008346275251846804
6.174157228567232 0.010768847191874677
6.183444413451638 0.014633161502203717
6.192731598336044 0.01987377258076061
6.202018783220451 0.026359005793419467
6.211305968104857 0.033866457483739835
6.220593152989263 0.04206450258256647
6.22988033787367 0.05052140138754444
6.239167522758076 0.058755807507989935
6.248454707642482 0.06631287538133893
6.257741892526889 0.07282655174520467
6.267029077411295 0.07804176042368054
6.276316262295701 0.08180247346740073
6.285603447180107 0.08402739361406476
6.294890632064513 0.0846903826702665
6.30417781694892 0.08381337416277278
6.313465001833326 0.0814736243762946
6.322752186717732 0.07782341025287835
6.332039371602139 0.07311435872273155
6.341326556486545 0.06770918632711595
6.350613741370951 0.06205913976094004
6.359900926255357 0.05664139874004224
6.3691881111397635 0.05188298545715275
6.37847529602417 0.04811053800347996
6.3877624809085765 0.045541491220469875
6.3970496657929825 0.04430278136567031
6.4063368506773894 0.04445561805411913
6.4156240355617955 0.046012716448100115
6.4249112204462016 0.048942789925483524
6.434198405330608 0.05316143695740669
6.443485590215014 0.05851049544935965
6.452772775099421 0.06473358477663856
6.462059959983827 0.07146477421398023
6.471347144868233 0.0782515683075352
6.48063432975264 0.08461742925534661
6.489921514637046 0.09013723038068668
6.499208699521452 0.09448671790719089
6.508495884405858 0.09745091144706988
6.517783069290264 0.09890556403011717
6.527070254174671 0.09879323123860602
6.536357439059077 0.09710765739601146
6.545644623943483 0.09389173984427893
6.55493180882789 0.08924960850627407
6.564218993712296 0.0833692602036381
6.573506178596702 0.07654477077516536
6.582793363481108 0.06917785255859647
6.592080548365514 0.061739893489163186
6.601367733249921 0.054699997876392834
6.610654918134327 0.048454466973323354
6.619942103018733 0.04329175861508493
6.62922928790314 0.03939622814476057
6.638516472787546 0.036871206311967684
6.647803657671952 0.03576191463575339
6.657090842556358 0.03606802537630045
6.666378027440764 0.037742571826133546
6.675665212325171 0.04067729995901989
6.684952397209577 0.04467829139090451
6.694239582093983 0.049443419070842806
6.70352676697839 0.054562629122016454
6.712813951862796 0.05955954476483464
6.722101136747202 0.06396644136426252
6.731205621052248 0.06733866258609168
6.740310105357294 0.06950801303376333
6.749414589662339 0.07031006633810365
6.758519073967385 0.06965617081284196
6.7676235582724305 0.06751290623900631
6.776728042577476 0.06389167690978569
6.785832526882522 0.058851167826984074
6.794937011187567 0.05251207173342612
6.804041495492613 0.045079447549962834
6.813145979797659 0.03686060664565024
6.822250464102704 0.028259127504331558
6.83135494840775 0.019731213460114694
6.840459432712795 0.0117160805874114
6.849563917017841 0.004575238054500327
6.858668401322886 -0.0014328092240184277
6.867772885627931 -0.006144639936149674
6.876877369932977 -0.009469688645919542
6.885981854238022 -0.011370243846096613
6.895086338543067 -0.011851781357678445
6.904190822848113 -0.010966075249090285
6.913295307153159 -0.008826552764215826
6.922399791458204 -0.005631438274984897
6.93150427576325 -0.0016826469804745523
6.9406087600682955 0.0026193530643420504
6.949713244373341 0.006819292035994587
6.958817728678387 0.01047808772492118
6.967922212983432 0.013235340965101474
6.977026697288478 0.014835631982941954
6.986131181593524 0.015120575185082415
6.995235665898569 0.014006045727849935
7.004340150203615 0.011461555003069971
7.0134446345086605 0.007500012372598006
7.022549118813706 0.002180231624934878
7.031653603118752 -0.004378465943667783
7.040758087423797 -0.011973955297467798
7.049862571728843 -0.020302921378680363
7.058967056033889 -0.028965407790669407
7.068071540338934 -0.037506628921760356
7.07717602464398 -0.04548579555190664
7.0862805089490255 -0.05253781412644492
7.095384993254071 -0.05840036900878213
7.104489477559117 -0.0629072838003155
7.113593961864162 -0.06596674762952905
7.122698446169208 -0.06754131235991719
7.131802930474254 -0.06763816761383386
7.140907414779299 -0.06631227327782445
7.150011899084345 -0.06368165407513643
7.1591163833893905 -0.059949962380428004
7.168220867694436 -0.05542378191511194
7.177325351999482 -0.05050511715161267
7.186429836304527 -0.045646066467986975
7.195534320609573 -0.04127876441769071
7.204638804914619 -0.03775581293302278
7.213743289219664 -0.035326599446052986
7.22284777352471 -0.03414620268370905
7.2319522578297555 -0.03429792085378928
7.241056742134801 -0.035813411938158964
7.250161226439847 -0.038682823487894466
7.259265710744892 -0.04285273432284349
7.268370195049938 -0.0482123940156165
7.277474679354984 -0.054572014861967444
7.286579163660029 -0.06164346987239273
7.30478813227012 -0.07631983509949285
7.314666548648866 -0.08357131459282438
7.324544965027611 -0.08969664719554042
7.334423381406357 -0.09436633056007106
7.3443017977851035 -0.0973812627189472
7.35418021416385 -0.09864098549155793
7.364058630542596 -0.09811660694335693
7.373937046921342 -0.09584142116601681
7.383815463300088 -0.09192221998662185
7.3936938796788345 -0.08656766442908771
7.403572296057581 -0.08011939370223325
7.413450712436327 -0.073056755401378
7.423329128815073 -0.06594615107781869
7.433207545193819 -0.059343306618092465
