t	x	y
0.0	-0.04320916291511301	-0.463644372102936
0.016683333333333335	-0.04320916291511301	-0.4636443721029359
0.03336666666666667	-0.04227524934325322	-0.464447755643244
0.050050000000000004	-0.04330781861644706	-0.4632372715184605
0.06673333333333334	-0.04238813124610652	-0.46533675908223904
0.08341666666666667	-0.04412973514310492	-0.46484583237866983
0.10010000000000001	-0.04560110929961492	-0.46617799712303226
0.11678333333333334	-0.04585413215158862	-0.46581533776593864
0.13346666666666668	-0.0495155311316795	-0.4656211280961413
0.15015	-0.05132126621212252	-0.46618040888052187
0.16683333333333333	-0.05461526111281656	-0.4663966637852627
0.1835166666666667	-0.057752494658956266	-0.465658905531336
0.20020000000000002	-0.06075157293575417	-0.4652903382004231
0.21688333333333334	-0.06371763719550438	-0.4658639424578479
0.23356666666666667	-0.06606410362316084	-0.4655886823580505
0.25025000000000003	-0.06950676338292783	-0.46342666248559716
0.26693333333333336	-0.07273270891577677	-0.46528093439723217
0.2836166666666667	-0.07329928331714952	-0.4661295998770272
0.3003	-0.07526714861625483	-0.46560120974133934
0.31698333333333334	-0.0749959181139892	-0.4667036572134178
0.33366666666666667	-0.07534571996209127	-0.46530946402787815
0.35035000000000005	-0.07598256689554117	-0.4653419427534254
0.3670333333333334	-0.07498040363007208	-0.464681647508161
0.3837166666666667	-0.07450235447623998	-0.46404066955079637
0.40040000000000003	-0.07212240279556315	-0.46290350161326044
0.41708333333333336	-0.07139752137172062	-0.4623900974498524
0.4337666666666667	-0.07038144787617462	-0.4634536159475932
0.4504500000000001	-0.06836127078211107	-0.4605918433333336
0.46713333333333334	-0.0664430095782611	-0.4618867082608864
0.4838166666666667	-0.06551614660946381	-0.4622937741483546
0.5005000000000001	-0.06677031436503866	-0.4623488546359813
0.5171833333333333	-0.06578991930244804	-0.46210898406540507
0.5338666666666667	-0.064910742092678	-0.46093288058505133
0.55055	-0.06518165040220314	-0.4601200904504791
0.5672333333333334	-0.06933461422189291	-0.4595983921851493
0.5839166666666666	-0.06784569264504126	-0.4589815458169041
0.6006	-0.06776993382780105	-0.4587625984826799
0.6172833333333334	-0.07094321671705206	-0.45909450149521425
0.6339666666666667	-0.0705232469453474	-0.4575367327310489
0.6506500000000001	-0.07190530451999178	-0.4563464162073343
0.6673333333333333	-0.07127364295824812	-0.45573477263898154
0.6840166666666667	-0.07211315413925945	-0.455981359183278
0.7007000000000001	-0.07244573601674986	-0.45468602889439996
0.7173833333333334	-0.07166949086548402	-0.4561233696615412
0.7340666666666668	-0.0697561199129344	-0.4557061962870528
0.75075	-0.06778464853343746	-0.4536615704032153
0.7674333333333334	-0.0678952596342568	-0.45410202296390423
0.7841166666666667	-0.06804802230403384	-0.4521378988998789
0.8008000000000001	-0.06640512941465526	-0.4536646586847606
0.8174833333333333	-0.06558899930717543	-0.45205023836704444
0.8341666666666667	-0.06446604054506233	-0.45147835563850197
0.85085	-0.06433342946781528	-0.45116088695981205
0.8675333333333334	-0.06526744808487361	-0.4528456838405817
0.8842166666666668	-0.06543142782453226	-0.45086829503129755
0.9009000000000001	-0.06936333590564447	-0.45170711972973615
0.9175833333333334	-0.06818016731929077	-0.45082696827777813
0.9342666666666667	-0.07100138061732508	-0.45051881505484725
0.9509500000000001	-0.07325583436116778	-0.45185903162122554
0.9676333333333333	-0.07699650915828671	-0.451353703444889
0.9843166666666667	-0.08001675677632303	-0.4515063200504311
1.0010000000000001	-0.08007922832119108	-0.4521052555070213
1.0176833333333333	-0.08339452745071307	-0.4523681802868005
1.0343666666666667	-0.0831785889947183	-0.45120264746846306
1.05105	-0.08585889965909788	-0.45097375479313384
1.0677333333333334	-0.08625188996870925	-0.4508928478727551
1.0844166666666668	-0.08812830192635657	-0.4514886975290734
1.1011	-0.0872271370899953	-0.45076133741121727
1.1177833333333334	-0.08661700157193675	-0.4524934236383961
1.1344666666666667	-0.08597299732829033	-0.4536722077509129
1.1511500000000001	-0.08533846630459418	-0.4504733691225132
1.1678333333333333	-0.08415199770544679	-0.4525250783346043
1.1845166666666667	-0.08448428091835303	-0.45112863433690875
1.2012	-0.0802692164798473	-0.45107224113477307
1.2178833333333334	-0.08097728321485187	-0.45087051530816175
1.2345666666666668	-0.07877857125520693	-0.4498879344319132
1.25125	-0.0764818263710918	-0.4511665347317917
1.2679333333333334	-0.07826260613239633	-0.4500404909199543
